start,end,speaker
8.039,8.226,SPEAKER_00
8.277,8.514,SPEAKER_00
21.995,22.301,SPEAKER_01
22.640,22.827,SPEAKER_01
22.963,23.523,SPEAKER_01
24.559,24.864,SPEAKER_01
24.864,28.090,SPEAKER_00
28.837,28.854,SPEAKER_00
29.958,30.688,SPEAKER_01
30.756,30.772,SPEAKER_01
30.823,30.840,SPEAKER_01
31.927,34.966,SPEAKER_00
36.511,40.008,SPEAKER_01
40.280,41.061,SPEAKER_01
44.270,45.051,SPEAKER_00
59.771,62.029,SPEAKER_01
62.216,62.844,SPEAKER_01
63.251,64.864,SPEAKER_01
70.348,72.351,SPEAKER_00
73.149,77.649,SPEAKER_00
79.601,82.267,SPEAKER_01
83.336,86.919,SPEAKER_01
87.343,91.197,SPEAKER_01
91.248,99.024,SPEAKER_00
99.346,104.474,SPEAKER_01
104.728,108.905,SPEAKER_00
109.992,110.654,SPEAKER_01
110.654,111.010,SPEAKER_00
111.587,113.302,SPEAKER_01
113.302,116.986,SPEAKER_00
117.699,128.718,SPEAKER_01
128.956,132.165,SPEAKER_01
132.759,136.851,SPEAKER_01
137.750,139.041,SPEAKER_01
139.516,140.076,SPEAKER_00
140.823,141.995,SPEAKER_01
143.659,146.952,SPEAKER_00
146.969,146.986,SPEAKER_00
147.003,147.071,SPEAKER_00
151.638,156.154,SPEAKER_00
156.681,163.557,SPEAKER_01
163.642,172.895,SPEAKER_00
173.472,176.766,SPEAKER_01
177.173,177.733,SPEAKER_00
177.954,179.295,SPEAKER_00
180.552,185.017,SPEAKER_01
186.002,198.090,SPEAKER_00
195.475,195.492,SPEAKER_01
195.509,195.968,SPEAKER_01
200.942,200.993,SPEAKER_01
202.250,202.453,SPEAKER_01
202.878,203.591,SPEAKER_01
205.866,211.146,SPEAKER_01
212.402,214.100,SPEAKER_00
214.100,214.202,SPEAKER_01
214.423,215.102,SPEAKER_01
216.019,217.937,SPEAKER_00
218.294,221.520,SPEAKER_00
221.570,225.424,SPEAKER_01
225.798,225.832,SPEAKER_01
225.832,226.902,SPEAKER_00
227.207,228.769,SPEAKER_00
228.837,229.194,SPEAKER_01
230.450,231.282,SPEAKER_01
231.570,232.861,SPEAKER_00
232.861,232.878,SPEAKER_01
233.353,238.362,SPEAKER_01
238.599,246.902,SPEAKER_00
246.698,246.885,SPEAKER_01
246.902,247.275,SPEAKER_01
248.141,254.066,SPEAKER_01
254.677,257.190,SPEAKER_01
257.394,257.767,SPEAKER_01
257.903,258.480,SPEAKER_01
258.243,258.531,SPEAKER_00
258.531,258.769,SPEAKER_01
258.769,258.803,SPEAKER_00
259.007,290.467,SPEAKER_00
290.467,292.810,SPEAKER_01
292.521,297.428,SPEAKER_00
297.937,301.927,SPEAKER_01
302.063,305.017,SPEAKER_00
305.017,306.053,SPEAKER_01
305.306,309.160,SPEAKER_00
309.448,310.008,SPEAKER_01
310.110,312.844,SPEAKER_01
313.115,315.424,SPEAKER_01
315.475,315.526,SPEAKER_01
317.020,322.165,SPEAKER_01
322.165,322.216,SPEAKER_00
323.234,324.915,SPEAKER_00
325.407,328.005,SPEAKER_00
328.005,331.010,SPEAKER_01
331.214,344.508,SPEAKER_00
345.934,346.002,SPEAKER_00
346.817,348.599,SPEAKER_00
349.211,349.567,SPEAKER_00
349.601,349.618,SPEAKER_00
349.805,350.008,SPEAKER_00
350.908,350.993,SPEAKER_00
357.003,358.803,SPEAKER_01
359.007,359.075,SPEAKER_01
359.567,364.610,SPEAKER_00
365.017,367.615,SPEAKER_01
367.292,368.260,SPEAKER_00
368.786,370.144,SPEAKER_01
370.212,372.216,SPEAKER_01
372.216,373.998,SPEAKER_00
377.360,378.565,SPEAKER_00
380.229,380.280,SPEAKER_00
380.331,382.691,SPEAKER_00
384.983,387.003,SPEAKER_01
385.051,385.543,SPEAKER_00
389.992,392.793,SPEAKER_01
392.793,392.827,SPEAKER_00
393.285,408.430,SPEAKER_00
408.973,409.058,SPEAKER_00
409.058,410.076,SPEAKER_01
410.433,414.355,SPEAKER_01
414.728,414.762,SPEAKER_01
414.762,420.450,SPEAKER_00
418.056,418.158,SPEAKER_01
421.757,423.268,SPEAKER_01
423.676,426.087,SPEAKER_00
423.744,423.930,SPEAKER_01
427.003,427.666,SPEAKER_01
427.666,444.287,SPEAKER_00
429.465,429.567,SPEAKER_01
429.856,429.890,SPEAKER_01
444.321,470.416,SPEAKER_00
455.204,457.988,SPEAKER_01
458.616,458.956,SPEAKER_01
471.825,492.725,SPEAKER_00
478.158,478.922,SPEAKER_01
479.805,480.246,SPEAKER_01
493.268,497.411,SPEAKER_01
497.411,530.280,SPEAKER_00
497.445,497.462,SPEAKER_01
530.450,531.604,SPEAKER_01
532.810,553.319,SPEAKER_00
553.964,559.211,SPEAKER_01
559.194,563.302,SPEAKER_00
563.778,568.379,SPEAKER_00
568.633,569.754,SPEAKER_00
568.854,569.109,SPEAKER_01
569.312,569.431,SPEAKER_01
569.482,570.518,SPEAKER_01
570.399,571.401,SPEAKER_00
571.910,573.166,SPEAKER_01
573.166,574.219,SPEAKER_00
573.557,573.642,SPEAKER_01
574.626,575.102,SPEAKER_01
575.136,575.662,SPEAKER_00
