start,end,speaker
1.112,2.284,SPEAKER_01
4.185,7.088,SPEAKER_01
8.854,12.572,SPEAKER_01
13.778,19.126,SPEAKER_00
21.010,22.046,SPEAKER_01
22.334,23.506,SPEAKER_00
23.659,27.462,SPEAKER_01
28.294,30.654,SPEAKER_00
30.806,35.815,SPEAKER_00
35.917,38.871,SPEAKER_01
39.211,40.823,SPEAKER_01
41.435,44.847,SPEAKER_01
45.679,48.684,SPEAKER_00
49.856,50.365,SPEAKER_00
50.586,54.372,SPEAKER_00
54.796,56.188,SPEAKER_00
58.531,60.569,SPEAKER_01
61.808,61.842,SPEAKER_00
61.842,63.098,SPEAKER_01
63.778,64.457,SPEAKER_01
65.068,66.952,SPEAKER_01
67.394,68.243,SPEAKER_01
69.601,72.334,SPEAKER_00
73.591,76.070,SPEAKER_00
77.003,77.462,SPEAKER_00
78.735,79.771,SPEAKER_01
79.771,80.195,SPEAKER_00
80.654,85.051,SPEAKER_01
85.170,87.971,SPEAKER_01
89.244,90.008,SPEAKER_00
90.857,93.098,SPEAKER_00
93.421,96.579,SPEAKER_00
96.596,96.834,SPEAKER_00
96.868,99.516,SPEAKER_01
99.618,103.319,SPEAKER_01
103.659,105.543,SPEAKER_00
105.543,106.256,SPEAKER_01
106.256,106.477,SPEAKER_00
106.511,110.637,SPEAKER_00
111.401,115.696,SPEAKER_00
125.577,130.722,SPEAKER_01
131.231,134.457,SPEAKER_00
134.932,146.222,SPEAKER_01
141.367,141.638,SPEAKER_00
150.688,150.756,SPEAKER_01
151.197,154.270,SPEAKER_01
154.508,157.920,SPEAKER_01
158.820,159.363,SPEAKER_00
160.314,161.265,SPEAKER_01
162.453,164.015,SPEAKER_00
166.817,168.599,SPEAKER_01
169.669,169.686,SPEAKER_00
169.686,169.703,SPEAKER_01
169.703,170.280,SPEAKER_00
170.280,170.365,SPEAKER_01
171.010,172.233,SPEAKER_01
172.997,173.455,SPEAKER_01
173.998,175.051,SPEAKER_01
177.903,178.769,SPEAKER_01
179.177,182.114,SPEAKER_01
182.657,183.964,SPEAKER_00
184.423,184.542,SPEAKER_00
185.255,186.528,SPEAKER_00
186.851,188.039,SPEAKER_01
188.430,189.584,SPEAKER_01
190.925,192.912,SPEAKER_00
194.864,197.649,SPEAKER_01
198.243,198.684,SPEAKER_00
199.465,199.703,SPEAKER_01
200.212,202.708,SPEAKER_01
203.336,203.710,SPEAKER_00
204.151,205.407,SPEAKER_01
206.477,207.003,SPEAKER_00
208.616,212.759,SPEAKER_01
213.693,214.304,SPEAKER_00
215.323,218.005,SPEAKER_01
218.158,220.008,SPEAKER_01
220.569,225.255,SPEAKER_01
225.458,230.246,SPEAKER_01
230.586,232.980,SPEAKER_01
233.710,236.935,SPEAKER_01
238.294,240.552,SPEAKER_01
241.163,248.107,SPEAKER_01
249.007,250.654,SPEAKER_01
250.959,251.384,SPEAKER_00
251.825,258.463,SPEAKER_01
262.572,265.832,SPEAKER_01
266.766,266.783,SPEAKER_01
266.783,266.969,SPEAKER_00
267.394,267.632,SPEAKER_01
267.903,270.297,SPEAKER_01
281.197,300.993,SPEAKER_01
301.587,303.896,SPEAKER_01
304.457,305.798,SPEAKER_01
307.920,311.587,SPEAKER_01
311.774,313.353,SPEAKER_01
313.829,325.747,SPEAKER_01
329.143,331.333,SPEAKER_01
331.604,335.934,SPEAKER_01
336.766,340.772,SPEAKER_01
341.163,341.333,SPEAKER_01
342.233,342.623,SPEAKER_01
343.200,345.272,SPEAKER_00
347.309,348.192,SPEAKER_01
348.854,348.871,SPEAKER_01
348.871,349.007,SPEAKER_00
349.007,349.567,SPEAKER_01
349.652,349.771,SPEAKER_01
350.127,359.329,SPEAKER_01
361.248,361.638,SPEAKER_00
362.131,363.761,SPEAKER_01
364.593,364.966,SPEAKER_01
365.407,370.586,SPEAKER_01
371.197,375.068,SPEAKER_01
376.443,378.175,SPEAKER_00
379.873,380.263,SPEAKER_00
381.027,382.233,SPEAKER_01
383.523,385.509,SPEAKER_01
385.900,386.002,SPEAKER_01
386.324,387.750,SPEAKER_01
389.041,389.703,SPEAKER_00
390.076,390.705,SPEAKER_00
390.840,393.964,SPEAKER_01
394.083,396.562,SPEAKER_01
396.766,399.194,SPEAKER_01
399.329,403.642,SPEAKER_01
404.321,408.345,SPEAKER_01
408.803,417.071,SPEAKER_01
417.326,431.520,SPEAKER_01
432.199,441.520,SPEAKER_01
443.065,443.761,SPEAKER_00
443.964,448.107,SPEAKER_01
448.820,450.263,SPEAKER_00
450.518,451.791,SPEAKER_01
452.810,452.895,SPEAKER_00
454.474,475.272,SPEAKER_01
476.935,483.557,SPEAKER_01
483.761,483.998,SPEAKER_01
491.282,492.674,SPEAKER_01
493.166,497.241,SPEAKER_01
497.054,497.122,SPEAKER_00
497.241,497.649,SPEAKER_00
497.649,499.737,SPEAKER_01
500.059,500.399,SPEAKER_01
500.789,502.402,SPEAKER_00
503.744,504.321,SPEAKER_01
504.660,524.202,SPEAKER_01
524.321,529.024,SPEAKER_01
530.772,532.233,SPEAKER_01
532.827,535.526,SPEAKER_00
536.715,537.190,SPEAKER_00
538.531,539.007,SPEAKER_01
539.380,541.553,SPEAKER_01
541.842,542.453,SPEAKER_00
542.453,554.168,SPEAKER_01
555.407,555.696,SPEAKER_01
555.696,555.747,SPEAKER_00
555.747,555.781,SPEAKER_01
556.409,571.316,SPEAKER_01
573.404,575.374,SPEAKER_01
576.324,576.613,SPEAKER_01
