start,end,speaker
1.689,4.796,SPEAKER_00
5.747,7.156,SPEAKER_01
7.309,8.039,SPEAKER_00
9.160,9.737,SPEAKER_01
10.059,10.637,SPEAKER_01
10.093,10.467,SPEAKER_00
11.384,15.102,SPEAKER_00
17.564,18.005,SPEAKER_01
18.209,19.754,SPEAKER_01
20.518,21.638,SPEAKER_00
22.606,23.234,SPEAKER_01
23.829,25.866,SPEAKER_01
26.392,28.582,SPEAKER_00
30.365,33.014,SPEAKER_01
33.353,35.900,SPEAKER_01
36.341,41.553,SPEAKER_00
41.944,42.368,SPEAKER_00
42.250,42.419,SPEAKER_01
42.419,42.453,SPEAKER_00
42.453,42.538,SPEAKER_01
42.538,42.844,SPEAKER_00
43.761,45.238,SPEAKER_00
45.543,49.788,SPEAKER_00
49.856,56.902,SPEAKER_01
57.122,62.453,SPEAKER_01
57.139,58.090,SPEAKER_00
59.516,59.907,SPEAKER_00
61.452,61.910,SPEAKER_00
64.236,67.462,SPEAKER_00
67.801,71.944,SPEAKER_00
72.233,73.642,SPEAKER_00
74.321,77.954,SPEAKER_01
78.396,80.127,SPEAKER_00
80.501,81.435,SPEAKER_01
81.435,82.912,SPEAKER_00
83.625,87.683,SPEAKER_01
88.396,91.774,SPEAKER_00
92.861,93.489,SPEAKER_01
93.710,96.154,SPEAKER_00
96.562,99.244,SPEAKER_00
100.297,101.774,SPEAKER_01
102.402,105.815,SPEAKER_01
106.341,111.553,SPEAKER_00
111.723,115.730,SPEAKER_00
116.409,118.294,SPEAKER_01
118.803,122.233,SPEAKER_01
122.657,127.003,SPEAKER_00
124.711,125.238,SPEAKER_01
127.122,128.158,SPEAKER_01
128.158,129.244,SPEAKER_00
129.295,129.635,SPEAKER_00
129.856,131.723,SPEAKER_00
132.267,135.407,SPEAKER_00
135.815,137.530,SPEAKER_01
137.683,138.022,SPEAKER_00
138.022,138.107,SPEAKER_01
138.107,138.192,SPEAKER_00
138.413,138.616,SPEAKER_00
138.820,141.859,SPEAKER_00
142.963,144.134,SPEAKER_01
144.423,145.340,SPEAKER_00
146.019,146.579,SPEAKER_00
146.766,149.618,SPEAKER_00
149.924,152.131,SPEAKER_00
152.504,158.243,SPEAKER_00
158.888,165.051,SPEAKER_01
165.051,173.727,SPEAKER_00
174.593,176.647,SPEAKER_01
177.139,180.484,SPEAKER_00
180.722,184.355,SPEAKER_00
184.711,191.214,SPEAKER_00
191.621,193.676,SPEAKER_01
193.625,194.559,SPEAKER_00
194.626,202.419,SPEAKER_00
202.759,217.003,SPEAKER_00
217.801,218.175,SPEAKER_01
218.650,221.214,SPEAKER_01
221.825,223.438,SPEAKER_00
224.406,224.898,SPEAKER_01
224.898,225.798,SPEAKER_00
