start,end,speaker
3.591,4.185,SPEAKER_01
4.457,8.497,SPEAKER_00
9.024,9.516,SPEAKER_01
10.433,15.187,SPEAKER_00
15.187,15.289,SPEAKER_01
15.289,15.306,SPEAKER_00
15.306,15.340,SPEAKER_01
15.340,15.374,SPEAKER_00
15.374,15.424,SPEAKER_01
15.424,15.458,SPEAKER_00
15.458,15.475,SPEAKER_01
15.475,15.577,SPEAKER_00
15.577,15.594,SPEAKER_01
15.594,15.628,SPEAKER_00
15.628,15.645,SPEAKER_01
16.019,19.143,SPEAKER_01
19.465,21.214,SPEAKER_00
22.114,23.812,SPEAKER_01
23.862,28.158,SPEAKER_01
28.379,28.769,SPEAKER_00
29.261,31.587,SPEAKER_00
32.199,37.003,SPEAKER_01
37.003,41.944,SPEAKER_00
39.194,39.992,SPEAKER_01
41.808,41.910,SPEAKER_01
41.944,42.861,SPEAKER_01
43.302,44.372,SPEAKER_01
44.372,44.457,SPEAKER_00
45.170,45.628,SPEAKER_00
46.851,47.462,SPEAKER_00
48.786,48.803,SPEAKER_00
49.007,49.194,SPEAKER_00
49.194,49.312,SPEAKER_01
49.312,50.025,SPEAKER_00
50.025,57.818,SPEAKER_01
50.789,50.857,SPEAKER_00
50.993,51.723,SPEAKER_00
57.818,58.548,SPEAKER_00
59.414,60.722,SPEAKER_01
60.722,64.423,SPEAKER_00
61.537,61.859,SPEAKER_01
64.864,67.835,SPEAKER_01
67.835,68.124,SPEAKER_00
69.771,73.200,SPEAKER_01
74.762,77.071,SPEAKER_00
78.158,83.642,SPEAKER_01
83.913,85.526,SPEAKER_01
90.246,91.384,SPEAKER_00
92.216,92.861,SPEAKER_00
92.929,96.358,SPEAKER_00
97.054,100.959,SPEAKER_01
102.351,104.015,SPEAKER_00
104.321,105.424,SPEAKER_01
106.766,108.447,SPEAKER_00
109.941,113.268,SPEAKER_01
113.336,115.509,SPEAKER_00
114.711,118.413,SPEAKER_01
118.413,118.735,SPEAKER_00
119.363,120.416,SPEAKER_00
121.299,123.523,SPEAKER_00
124.779,131.995,SPEAKER_01
132.284,133.014,SPEAKER_01
134.847,141.078,SPEAKER_00
141.791,143.472,SPEAKER_01
144.440,145.866,SPEAKER_00
148.463,150.433,SPEAKER_00
150.806,150.857,SPEAKER_00
150.857,150.874,SPEAKER_01
150.874,161.146,SPEAKER_00
150.959,151.825,SPEAKER_01
154.440,154.932,SPEAKER_01
161.808,163.268,SPEAKER_01
164.423,167.716,SPEAKER_01
178.039,179.669,SPEAKER_00
181.197,185.204,SPEAKER_01
188.956,191.299,SPEAKER_00
192.453,193.200,SPEAKER_01
193.319,195.917,SPEAKER_00
196.307,200.433,SPEAKER_01
200.127,205.085,SPEAKER_00
206.053,209.075,SPEAKER_00
206.935,207.547,SPEAKER_01
210.416,212.759,SPEAKER_01
212.878,215.662,SPEAKER_00
215.951,219.261,SPEAKER_01
219.482,222.368,SPEAKER_00
225.424,230.195,SPEAKER_00
228.294,228.820,SPEAKER_01
231.808,235.509,SPEAKER_00
238.735,241.706,SPEAKER_00
241.859,253.183,SPEAKER_00
247.649,247.666,SPEAKER_01
253.540,254.830,SPEAKER_01
256.834,278.514,SPEAKER_00
278.973,285.255,SPEAKER_00
285.509,295.696,SPEAKER_00
285.798,286.817,SPEAKER_01
296.121,296.698,SPEAKER_00
296.969,302.827,SPEAKER_00
303.353,313.998,SPEAKER_00
314.508,315.594,SPEAKER_01
315.594,317.784,SPEAKER_00
315.645,315.679,SPEAKER_01
318.396,322.436,SPEAKER_01
322.487,322.521,SPEAKER_01
322.538,335.204,SPEAKER_00
326.511,327.088,SPEAKER_01
335.204,337.224,SPEAKER_01
337.326,338.854,SPEAKER_00
339.924,340.637,SPEAKER_01
340.908,341.757,SPEAKER_00
342.131,342.878,SPEAKER_01
342.963,343.574,SPEAKER_00
