start,end,speaker
1.723,2.725,SPEAKER_01
2.963,3.930,SPEAKER_01
4.542,4.694,SPEAKER_01
4.694,5.136,SPEAKER_00
5.424,6.205,SPEAKER_01
6.205,6.494,SPEAKER_00
6.494,6.681,SPEAKER_01
6.885,7.275,SPEAKER_01
7.275,7.292,SPEAKER_00
7.292,7.428,SPEAKER_01
7.428,7.666,SPEAKER_00
7.666,7.683,SPEAKER_01
8.463,11.418,SPEAKER_01
12.487,12.980,SPEAKER_00
13.183,13.506,SPEAKER_01
13.744,17.343,SPEAKER_01
18.413,21.706,SPEAKER_00
23.149,25.170,SPEAKER_00
25.594,26.104,SPEAKER_00
27.666,29.822,SPEAKER_00
30.857,32.063,SPEAKER_01
32.453,35.221,SPEAKER_01
35.628,36.138,SPEAKER_00
36.681,36.969,SPEAKER_01
37.411,38.599,SPEAKER_01
39.601,41.333,SPEAKER_00
41.944,42.929,SPEAKER_00
43.302,43.829,SPEAKER_00
44.185,44.864,SPEAKER_00
45.815,46.596,SPEAKER_00
52.250,52.674,SPEAKER_00
52.674,52.708,SPEAKER_01
52.708,52.759,SPEAKER_00
52.759,54.372,SPEAKER_01
53.659,53.896,SPEAKER_00
54.576,58.837,SPEAKER_00
54.626,54.762,SPEAKER_01
59.363,62.776,SPEAKER_00
63.098,63.591,SPEAKER_01
65.102,65.424,SPEAKER_00
65.747,67.496,SPEAKER_01
68.548,69.228,SPEAKER_00
71.061,71.910,SPEAKER_00
72.572,75.628,SPEAKER_00
76.783,80.671,SPEAKER_01
82.334,82.742,SPEAKER_01
84.406,84.847,SPEAKER_01
85.221,85.543,SPEAKER_01
86.732,89.143,SPEAKER_01
89.958,90.365,SPEAKER_00
91.401,93.710,SPEAKER_00
94.626,94.983,SPEAKER_00
95.255,96.409,SPEAKER_01
96.817,100.688,SPEAKER_01
101.384,102.572,SPEAKER_00
102.912,104.049,SPEAKER_00
105.374,105.390,SPEAKER_01
105.390,105.407,SPEAKER_00
105.407,105.424,SPEAKER_01
105.424,105.441,SPEAKER_00
105.441,105.475,SPEAKER_01
105.475,105.781,SPEAKER_00
106.036,106.358,SPEAKER_01
106.613,107.360,SPEAKER_01
107.564,109.788,SPEAKER_01
110.722,111.520,SPEAKER_00
113.472,115.374,SPEAKER_01
117.037,117.971,SPEAKER_00
118.582,121.078,SPEAKER_00
121.723,123.659,SPEAKER_00
124.083,125.306,SPEAKER_00
126.070,126.138,SPEAKER_01
126.138,126.426,SPEAKER_00
126.952,130.806,SPEAKER_01
132.267,132.589,SPEAKER_00
133.251,134.372,SPEAKER_00
134.796,136.545,SPEAKER_00
136.766,138.158,SPEAKER_00
140.399,141.333,SPEAKER_00
141.672,142.063,SPEAKER_01
142.878,144.813,SPEAKER_01
145.594,147.003,SPEAKER_00
147.377,147.547,SPEAKER_00
147.699,153.234,SPEAKER_00
153.608,154.032,SPEAKER_00
154.423,155.017,SPEAKER_00
156.392,156.817,SPEAKER_01
157.139,157.513,SPEAKER_01
158.922,162.301,SPEAKER_01
162.521,164.015,SPEAKER_01
164.559,170.467,SPEAKER_01
172.097,172.742,SPEAKER_01
172.742,172.793,SPEAKER_00
175.289,178.277,SPEAKER_00
180.603,181.570,SPEAKER_00
181.808,182.810,SPEAKER_00
183.285,184.185,SPEAKER_00
184.321,186.698,SPEAKER_00
187.394,188.599,SPEAKER_00
188.905,189.363,SPEAKER_00
189.771,190.705,SPEAKER_00
191.553,192.912,SPEAKER_00
194.270,195.475,SPEAKER_01
196.002,198.243,SPEAKER_01
200.025,200.772,SPEAKER_01
201.638,201.859,SPEAKER_00
201.859,201.893,SPEAKER_01
203.710,207.886,SPEAKER_01
209.024,211.010,SPEAKER_00
211.265,213.048,SPEAKER_00
213.387,216.902,SPEAKER_00
217.852,219.329,SPEAKER_00
220.093,220.467,SPEAKER_01
221.231,222.199,SPEAKER_01
222.199,222.436,SPEAKER_00
223.268,223.744,SPEAKER_00
225.815,226.171,SPEAKER_00
226.766,228.769,SPEAKER_00
230.025,230.382,SPEAKER_01
230.535,230.925,SPEAKER_01
231.214,231.604,SPEAKER_01
231.910,232.368,SPEAKER_01
232.589,237.139,SPEAKER_01
238.056,238.480,SPEAKER_01
238.752,239.329,SPEAKER_01
239.907,240.705,SPEAKER_01
241.197,243.778,SPEAKER_01
243.812,245.407,SPEAKER_01
246.460,247.377,SPEAKER_00
247.920,250.688,SPEAKER_00
250.688,252.368,SPEAKER_01
252.827,253.149,SPEAKER_01
253.353,256.528,SPEAKER_01
257.020,257.699,SPEAKER_01
258.005,261.774,SPEAKER_01
262.114,263.268,SPEAKER_01
263.608,267.428,SPEAKER_01
267.954,271.876,SPEAKER_01
272.317,275.866,SPEAKER_01
276.290,276.613,SPEAKER_01
277.139,277.445,SPEAKER_01
277.699,279.244,SPEAKER_01
278.005,278.480,SPEAKER_00
280.603,281.282,SPEAKER_00
283.098,284.032,SPEAKER_00
284.423,287.699,SPEAKER_00
288.820,289.228,SPEAKER_00
288.905,289.007,SPEAKER_01
289.550,289.992,SPEAKER_00
289.992,290.008,SPEAKER_01
290.008,290.348,SPEAKER_00
290.925,292.199,SPEAKER_00
293.591,295.340,SPEAKER_00
295.832,297.292,SPEAKER_00
297.801,298.616,SPEAKER_00
