start,end,speaker
0.195,0.348,SPEAKER_00
2.317,2.657,SPEAKER_00
3.981,4.423,SPEAKER_00
5.866,15.747,SPEAKER_00
16.613,19.007,SPEAKER_00
19.007,21.367,SPEAKER_01
21.978,28.854,SPEAKER_01
30.518,30.959,SPEAKER_01
31.655,32.114,SPEAKER_01
32.572,33.812,SPEAKER_01
33.981,37.411,SPEAKER_00
37.462,39.703,SPEAKER_00
41.061,41.689,SPEAKER_01
41.876,47.241,SPEAKER_00
47.241,47.275,SPEAKER_01
49.567,69.669,SPEAKER_01
70.382,70.840,SPEAKER_00
71.146,71.587,SPEAKER_01
72.572,74.100,SPEAKER_01
74.457,77.513,SPEAKER_01
77.920,78.107,SPEAKER_01
78.107,78.413,SPEAKER_00
78.413,78.430,SPEAKER_01
78.701,79.075,SPEAKER_00
79.567,80.263,SPEAKER_01
80.840,81.621,SPEAKER_01
81.689,82.810,SPEAKER_01
83.523,83.862,SPEAKER_00
84.745,88.243,SPEAKER_00
88.463,89.805,SPEAKER_01
90.789,93.098,SPEAKER_01
93.879,98.039,SPEAKER_00
97.699,100.314,SPEAKER_01
100.586,102.046,SPEAKER_00
102.334,103.557,SPEAKER_00
104.287,106.851,SPEAKER_00
108.447,109.092,SPEAKER_00
109.686,111.995,SPEAKER_00
111.995,112.148,SPEAKER_01
112.148,112.216,SPEAKER_00
113.812,113.829,SPEAKER_00
113.829,113.862,SPEAKER_01
113.862,113.879,SPEAKER_00
113.879,114.100,SPEAKER_01
114.100,114.151,SPEAKER_00
114.151,114.202,SPEAKER_01
114.202,114.253,SPEAKER_00
114.253,114.779,SPEAKER_01
116.205,117.903,SPEAKER_01
118.073,118.497,SPEAKER_00
119.143,119.652,SPEAKER_00
119.992,123.200,SPEAKER_00
125.136,125.153,SPEAKER_00
125.153,130.348,SPEAKER_01
130.823,132.165,SPEAKER_00
133.727,133.829,SPEAKER_00
133.829,133.896,SPEAKER_01
133.896,133.964,SPEAKER_00
133.964,133.998,SPEAKER_01
133.998,135.272,SPEAKER_00
135.272,135.475,SPEAKER_01
136.256,139.788,SPEAKER_01
141.944,141.995,SPEAKER_01
141.995,145.000,SPEAKER_00
145.187,146.443,SPEAKER_00
151.078,155.985,SPEAKER_01
155.102,155.441,SPEAKER_00
156.002,156.019,SPEAKER_01
156.188,156.749,SPEAKER_01
157.869,158.260,SPEAKER_01
158.922,160.314,SPEAKER_01
160.908,161.265,SPEAKER_01
162.131,162.759,SPEAKER_01
163.676,164.083,SPEAKER_01
164.185,166.070,SPEAKER_01
166.070,168.090,SPEAKER_00
168.514,168.973,SPEAKER_00
169.261,170.178,SPEAKER_00
170.212,173.489,SPEAKER_00
175.374,175.424,SPEAKER_01
175.424,176.002,SPEAKER_00
176.002,176.358,SPEAKER_01
177.156,182.436,SPEAKER_01
183.353,186.002,SPEAKER_01
186.002,186.477,SPEAKER_00
186.477,186.494,SPEAKER_01
186.935,187.360,SPEAKER_00
187.750,189.652,SPEAKER_00
190.042,190.705,SPEAKER_00
191.723,192.351,SPEAKER_00
192.997,194.525,SPEAKER_00
195.323,195.662,SPEAKER_00
196.154,199.075,SPEAKER_00
201.367,202.997,SPEAKER_00
202.997,203.506,SPEAKER_01
203.506,204.830,SPEAKER_00
205.221,210.840,SPEAKER_00
210.840,210.942,SPEAKER_01
211.061,214.745,SPEAKER_01
214.881,216.239,SPEAKER_01
217.292,220.501,SPEAKER_00
223.625,224.406,SPEAKER_01
224.406,224.440,SPEAKER_00
224.440,224.457,SPEAKER_01
226.664,227.326,SPEAKER_01
227.869,229.194,SPEAKER_01
229.686,232.301,SPEAKER_00
235.051,236.952,SPEAKER_01
236.952,237.394,SPEAKER_00
238.447,240.976,SPEAKER_00
241.197,241.587,SPEAKER_00
242.012,247.003,SPEAKER_00
247.462,248.650,SPEAKER_00
247.666,247.835,SPEAKER_01
249.109,250.942,SPEAKER_01
250.942,251.265,SPEAKER_00
251.740,253.014,SPEAKER_00
255.492,257.767,SPEAKER_01
258.939,259.346,SPEAKER_00
260.552,266.053,SPEAKER_00
266.409,268.175,SPEAKER_00
269.771,269.788,SPEAKER_00
269.788,270.042,SPEAKER_01
270.042,270.059,SPEAKER_00
270.823,272.165,SPEAKER_00
274.083,274.779,SPEAKER_00
276.070,281.621,SPEAKER_00
282.317,284.508,SPEAKER_00
286.154,292.301,SPEAKER_00
292.759,293.149,SPEAKER_00
294.898,299.924,SPEAKER_00
300.942,301.299,SPEAKER_00
301.672,304.423,SPEAKER_00
305.221,306.036,SPEAKER_00
306.579,308.599,SPEAKER_00
309.041,309.465,SPEAKER_00
311.435,313.183,SPEAKER_00
314.983,315.883,SPEAKER_01
316.171,316.749,SPEAKER_01
318.973,321.299,SPEAKER_00
319.278,320.093,SPEAKER_01
323.964,324.355,SPEAKER_00
324.355,324.559,SPEAKER_01
325.968,329.601,SPEAKER_00
329.873,331.435,SPEAKER_00
331.910,332.861,SPEAKER_00
332.861,333.455,SPEAKER_01
334.711,335.832,SPEAKER_01
335.934,335.968,SPEAKER_01
337.343,341.265,SPEAKER_01
341.333,341.350,SPEAKER_01
341.350,341.723,SPEAKER_00
341.638,341.655,SPEAKER_01
341.978,342.946,SPEAKER_01
342.997,343.014,SPEAKER_01
343.812,346.783,SPEAKER_01
346.969,350.008,SPEAKER_00
350.365,353.438,SPEAKER_01
353.879,357.003,SPEAKER_00
357.003,357.037,SPEAKER_01
