start,end,speaker
2.148,2.691,SPEAKER_01
3.166,3.268,SPEAKER_00
3.268,12.368,SPEAKER_01
3.540,3.642,SPEAKER_00
3.812,3.998,SPEAKER_00
4.355,5.611,SPEAKER_00
10.314,10.331,SPEAKER_00
10.501,10.569,SPEAKER_00
12.963,13.506,SPEAKER_01
13.031,13.302,SPEAKER_00
13.608,15.645,SPEAKER_01
16.664,31.978,SPEAKER_01
25.441,25.560,SPEAKER_00
27.784,27.801,SPEAKER_00
27.835,27.937,SPEAKER_00
32.674,69.652,SPEAKER_01
70.705,71.163,SPEAKER_00
71.163,76.698,SPEAKER_01
71.180,71.418,SPEAKER_00
77.173,85.883,SPEAKER_01
82.827,83.812,SPEAKER_00
86.698,88.548,SPEAKER_01
89.109,93.879,SPEAKER_01
94.202,97.122,SPEAKER_01
97.411,102.725,SPEAKER_01
102.861,107.207,SPEAKER_01
107.258,108.735,SPEAKER_01
108.973,110.688,SPEAKER_00
109.907,113.625,SPEAKER_01
112.572,112.623,SPEAKER_00
114.049,118.633,SPEAKER_01
117.020,117.309,SPEAKER_00
119.788,121.112,SPEAKER_01
121.435,138.514,SPEAKER_01
126.171,127.122,SPEAKER_00
138.090,139.788,SPEAKER_00
139.075,162.555,SPEAKER_01
163.455,176.019,SPEAKER_01
172.334,172.691,SPEAKER_00
177.054,194.236,SPEAKER_01
194.728,196.392,SPEAKER_01
195.577,196.070,SPEAKER_00
196.935,204.983,SPEAKER_01
198.701,199.194,SPEAKER_00
205.323,217.666,SPEAKER_01
213.370,213.930,SPEAKER_00
216.070,216.138,SPEAKER_00
218.684,228.141,SPEAKER_01
229.737,237.869,SPEAKER_01
238.328,239.737,SPEAKER_01
240.823,242.555,SPEAKER_01
242.657,247.292,SPEAKER_01
248.973,258.939,SPEAKER_01
258.463,260.756,SPEAKER_00
260.127,260.688,SPEAKER_01
260.756,260.840,SPEAKER_01
261.231,262.776,SPEAKER_01
264.304,268.005,SPEAKER_01
264.559,265.017,SPEAKER_00
265.543,265.560,SPEAKER_00
265.577,265.594,SPEAKER_00
265.798,266.851,SPEAKER_00
269.244,273.472,SPEAKER_01
275.374,278.735,SPEAKER_01
275.475,278.005,SPEAKER_00
278.735,279.211,SPEAKER_00
279.618,290.348,SPEAKER_01
290.772,319.584,SPEAKER_01
303.981,304.423,SPEAKER_00
319.652,320.008,SPEAKER_01
320.806,328.599,SPEAKER_01
321.180,322.131,SPEAKER_00
329.737,335.475,SPEAKER_01
336.681,339.346,SPEAKER_01
347.020,347.547,SPEAKER_01
347.937,352.895,SPEAKER_01
353.149,354.864,SPEAKER_01
355.136,361.604,SPEAKER_01
363.268,376.817,SPEAKER_01
377.852,393.302,SPEAKER_01
393.744,401.893,SPEAKER_01
403.098,406.019,SPEAKER_01
405.119,405.577,SPEAKER_00
407.241,416.138,SPEAKER_01
408.005,408.735,SPEAKER_00
416.138,416.426,SPEAKER_00
416.426,420.246,SPEAKER_01
416.477,416.494,SPEAKER_00
416.511,416.545,SPEAKER_00
417.020,417.275,SPEAKER_00
420.705,423.846,SPEAKER_01
424.015,503.404,SPEAKER_01
425.187,425.255,SPEAKER_00
437.292,438.752,SPEAKER_00
452.793,453.132,SPEAKER_00
453.166,453.353,SPEAKER_00
459.601,459.788,SPEAKER_00
468.362,468.718,SPEAKER_00
471.452,471.486,SPEAKER_00
487.971,488.260,SPEAKER_00
504.287,509.499,SPEAKER_01
510.637,511.808,SPEAKER_01
512.470,542.895,SPEAKER_01
519.261,519.431,SPEAKER_00
543.896,555.934,SPEAKER_01
557.292,559.041,SPEAKER_00
