start,end,speaker
1.876,2.538,SPEAKER_01
3.574,5.306,SPEAKER_01
6.935,8.294,SPEAKER_01
8.752,11.367,SPEAKER_01
12.063,13.014,SPEAKER_00
13.727,16.935,SPEAKER_00
17.767,20.925,SPEAKER_00
21.604,22.997,SPEAKER_00
22.997,23.251,SPEAKER_01
23.251,23.285,SPEAKER_00
26.307,29.329,SPEAKER_01
29.890,30.348,SPEAKER_00
31.112,32.199,SPEAKER_01
33.319,36.579,SPEAKER_00
37.020,39.873,SPEAKER_00
41.384,43.557,SPEAKER_01
44.372,46.070,SPEAKER_01
46.273,47.275,SPEAKER_01
47.971,50.637,SPEAKER_01
51.791,52.674,SPEAKER_01
53.302,57.105,SPEAKER_01
58.565,60.705,SPEAKER_01
62.199,64.338,SPEAKER_01
65.781,66.851,SPEAKER_01
69.143,69.516,SPEAKER_01
69.805,72.368,SPEAKER_01
72.861,74.610,SPEAKER_00
76.205,76.613,SPEAKER_01
76.817,79.703,SPEAKER_01
80.518,80.993,SPEAKER_01
80.993,82.267,SPEAKER_00
82.895,86.002,SPEAKER_00
86.070,87.054,SPEAKER_00
88.158,88.175,SPEAKER_01
88.175,89.007,SPEAKER_00
89.007,89.550,SPEAKER_01
90.331,93.319,SPEAKER_01
94.711,98.107,SPEAKER_01
98.854,101.129,SPEAKER_01
102.097,103.217,SPEAKER_01
104.253,105.849,SPEAKER_01
106.986,109.007,SPEAKER_01
109.669,110.806,SPEAKER_01
112.063,117.173,SPEAKER_01
117.666,118.871,SPEAKER_00
119.007,122.080,SPEAKER_00
122.385,123.048,SPEAKER_00
123.370,123.387,SPEAKER_01
123.387,123.998,SPEAKER_00
123.998,124.576,SPEAKER_01
125.594,127.003,SPEAKER_01
128.565,128.973,SPEAKER_01
129.346,130.891,SPEAKER_01
131.265,133.302,SPEAKER_01
134.270,137.767,SPEAKER_01
138.973,139.771,SPEAKER_00
140.263,140.501,SPEAKER_00
142.385,143.574,SPEAKER_00
144.151,146.528,SPEAKER_00
146.528,146.885,SPEAKER_01
146.919,146.935,SPEAKER_01
146.935,147.156,SPEAKER_00
147.156,147.173,SPEAKER_01
148.701,150.263,SPEAKER_01
150.908,158.090,SPEAKER_01
158.633,163.404,SPEAKER_00
