start,end,speaker
1.486,1.893,SPEAKER_00
2.029,6.256,SPEAKER_01
7.054,8.073,SPEAKER_00
7.275,7.649,SPEAKER_01
8.379,8.430,SPEAKER_00
8.430,8.463,SPEAKER_01
8.463,9.754,SPEAKER_00
10.008,11.604,SPEAKER_00
11.655,14.864,SPEAKER_01
14.932,17.869,SPEAKER_01
18.497,24.423,SPEAKER_01
25.407,27.020,SPEAKER_00
27.156,27.971,SPEAKER_00
28.226,28.243,SPEAKER_00
28.243,28.854,SPEAKER_01
30.416,32.148,SPEAKER_00
32.929,35.221,SPEAKER_00
35.849,38.005,SPEAKER_01
38.005,38.328,SPEAKER_00
39.754,43.506,SPEAKER_00
43.744,43.947,SPEAKER_00
43.947,44.389,SPEAKER_01
44.762,49.244,SPEAKER_01
49.907,50.229,SPEAKER_01
50.959,51.418,SPEAKER_01
51.910,54.949,SPEAKER_01
55.221,56.902,SPEAKER_01
55.357,56.324,SPEAKER_00
57.394,65.458,SPEAKER_00
63.166,63.302,SPEAKER_01
66.460,67.903,SPEAKER_00
68.141,72.589,SPEAKER_00
73.183,75.221,SPEAKER_00
75.696,75.832,SPEAKER_01
76.426,77.054,SPEAKER_00
77.547,80.297,SPEAKER_01
81.672,85.051,SPEAKER_00
85.475,85.985,SPEAKER_00
86.664,89.329,SPEAKER_00
89.958,95.238,SPEAKER_00
95.611,99.448,SPEAKER_01
99.822,102.063,SPEAKER_01
100.195,100.229,SPEAKER_00
103.557,107.513,SPEAKER_00
107.767,108.413,SPEAKER_00
109.397,112.199,SPEAKER_00
113.183,115.492,SPEAKER_00
115.883,116.324,SPEAKER_01
116.698,120.178,SPEAKER_01
120.620,121.010,SPEAKER_00
121.774,122.284,SPEAKER_01
122.691,124.830,SPEAKER_01
125.323,127.292,SPEAKER_01
128.141,129.584,SPEAKER_00
129.958,130.552,SPEAKER_00
131.010,133.727,SPEAKER_01
134.830,135.187,SPEAKER_00
135.187,135.662,SPEAKER_01
135.917,140.297,SPEAKER_01
141.350,141.927,SPEAKER_01
141.927,142.012,SPEAKER_00
142.012,143.421,SPEAKER_01
144.032,145.968,SPEAKER_00
146.188,146.341,SPEAKER_00
146.341,146.358,SPEAKER_01
146.358,146.698,SPEAKER_00
147.190,147.598,SPEAKER_01
147.598,147.615,SPEAKER_00
147.615,148.718,SPEAKER_01
147.750,147.920,SPEAKER_00
148.939,149.754,SPEAKER_01
150.212,156.392,SPEAKER_01
157.037,158.022,SPEAKER_00
