start,end,speaker
0.212,0.348,SPEAKER_01
1.095,1.553,SPEAKER_00
4.440,4.847,SPEAKER_00
4.779,6.121,SPEAKER_01
6.121,7.309,SPEAKER_00
7.937,8.922,SPEAKER_01
8.922,12.674,SPEAKER_00
12.742,12.827,SPEAKER_00
13.913,17.360,SPEAKER_01
17.683,18.005,SPEAKER_00
18.396,19.618,SPEAKER_00
21.825,25.170,SPEAKER_01
25.272,26.341,SPEAKER_01
26.935,29.771,SPEAKER_01
30.586,35.102,SPEAKER_01
35.543,38.888,SPEAKER_00
39.194,41.095,SPEAKER_00
41.503,41.978,SPEAKER_00
42.538,42.844,SPEAKER_00
43.251,45.526,SPEAKER_00
45.815,46.681,SPEAKER_00
48.022,52.657,SPEAKER_01
53.183,55.407,SPEAKER_01
55.764,58.345,SPEAKER_01
59.007,59.720,SPEAKER_01
60.280,62.301,SPEAKER_01
62.776,66.138,SPEAKER_01
66.664,66.681,SPEAKER_01
66.681,67.139,SPEAKER_00
67.360,67.971,SPEAKER_00
67.971,68.056,SPEAKER_01
68.056,75.645,SPEAKER_00
77.496,77.954,SPEAKER_01
78.141,79.754,SPEAKER_01
80.705,87.071,SPEAKER_01
86.070,86.902,SPEAKER_00
87.258,88.005,SPEAKER_00
88.463,89.329,SPEAKER_00
89.584,92.674,SPEAKER_00
94.881,96.562,SPEAKER_01
97.190,98.752,SPEAKER_00
99.397,102.674,SPEAKER_00
103.200,106.409,SPEAKER_00
107.462,107.971,SPEAKER_01
108.633,114.830,SPEAKER_01
115.289,116.256,SPEAKER_01
117.394,124.643,SPEAKER_01
119.414,120.212,SPEAKER_00
122.385,123.795,SPEAKER_00
125.323,125.407,SPEAKER_00
125.628,130.348,SPEAKER_00
131.825,134.898,SPEAKER_00
135.068,139.652,SPEAKER_00
140.144,140.908,SPEAKER_00
141.095,141.197,SPEAKER_01
142.368,143.947,SPEAKER_01
144.117,145.187,SPEAKER_00
145.526,146.104,SPEAKER_00
146.239,149.584,SPEAKER_00
151.265,153.014,SPEAKER_01
153.438,155.357,SPEAKER_00
163.506,166.409,SPEAKER_00
167.292,167.326,SPEAKER_00
167.326,168.463,SPEAKER_01
168.463,173.964,SPEAKER_00
168.480,168.939,SPEAKER_01
175.730,176.290,SPEAKER_00
