start,end,speaker
1.469,3.081,SPEAKER_00
1.638,2.080,SPEAKER_01
2.351,3.014,SPEAKER_01
3.472,8.701,SPEAKER_00
8.701,9.618,SPEAKER_01
9.720,11.655,SPEAKER_01
12.182,12.929,SPEAKER_01
13.998,14.168,SPEAKER_01
14.626,15.340,SPEAKER_01
20.450,23.065,SPEAKER_00
23.981,24.355,SPEAKER_00
24.830,27.547,SPEAKER_00
28.667,29.244,SPEAKER_00
29.652,31.010,SPEAKER_00
31.774,38.514,SPEAKER_01
39.092,39.822,SPEAKER_00
40.280,41.910,SPEAKER_00
43.421,46.002,SPEAKER_01
46.002,48.192,SPEAKER_00
49.890,52.436,SPEAKER_01
53.065,55.068,SPEAKER_00
55.696,57.156,SPEAKER_00
57.156,57.173,SPEAKER_01
57.173,57.292,SPEAKER_00
57.292,57.530,SPEAKER_01
57.801,58.158,SPEAKER_00
58.837,60.705,SPEAKER_00
61.774,64.881,SPEAKER_01
65.085,65.815,SPEAKER_00
66.138,72.165,SPEAKER_00
72.165,72.368,SPEAKER_01
72.827,72.963,SPEAKER_01
72.963,72.997,SPEAKER_00
72.997,77.360,SPEAKER_01
77.852,82.131,SPEAKER_00
82.912,89.228,SPEAKER_01
89.482,89.533,SPEAKER_01
89.805,91.995,SPEAKER_01
91.995,92.844,SPEAKER_00
92.844,92.895,SPEAKER_01
93.472,95.475,SPEAKER_00
96.409,97.037,SPEAKER_00
97.224,98.124,SPEAKER_01
98.124,99.143,SPEAKER_00
99.703,100.076,SPEAKER_01
100.518,102.012,SPEAKER_00
103.319,105.645,SPEAKER_01
105.832,109.041,SPEAKER_01
109.720,112.708,SPEAKER_01
112.861,115.509,SPEAKER_00
115.509,115.526,SPEAKER_01
115.526,115.730,SPEAKER_00
115.730,115.883,SPEAKER_01
117.071,118.463,SPEAKER_00
119.448,121.859,SPEAKER_00
122.267,124.847,SPEAKER_01
123.302,123.438,SPEAKER_00
123.455,123.506,SPEAKER_00
123.523,123.693,SPEAKER_00
124.847,126.935,SPEAKER_00
128.158,128.311,SPEAKER_00
128.311,132.725,SPEAKER_01
134.049,135.662,SPEAKER_00
136.528,137.190,SPEAKER_00
139.278,143.115,SPEAKER_00
143.930,148.260,SPEAKER_01
148.684,148.786,SPEAKER_01
148.786,148.939,SPEAKER_00
148.939,149.584,SPEAKER_01
150.144,152.317,SPEAKER_00
153.353,156.477,SPEAKER_00
156.664,160.348,SPEAKER_01
160.942,168.905,SPEAKER_00
169.380,174.049,SPEAKER_01
174.779,177.241,SPEAKER_00
177.462,178.175,SPEAKER_00
179.058,180.008,SPEAKER_01
182.046,184.032,SPEAKER_00
185.238,189.601,SPEAKER_00
191.129,191.146,SPEAKER_01
191.146,191.163,SPEAKER_00
191.163,191.231,SPEAKER_01
191.231,191.282,SPEAKER_00
191.282,191.299,SPEAKER_01
191.299,191.316,SPEAKER_00
191.672,194.253,SPEAKER_00
195.407,196.409,SPEAKER_01
197.445,198.956,SPEAKER_01
199.346,203.319,SPEAKER_01
203.319,205.832,SPEAKER_00
206.188,208.362,SPEAKER_00
208.973,211.825,SPEAKER_00
212.980,215.051,SPEAKER_00
213.268,213.489,SPEAKER_01
213.523,213.557,SPEAKER_01
216.036,216.596,SPEAKER_01
216.596,218.294,SPEAKER_00
218.633,227.920,SPEAKER_01
229.635,230.093,SPEAKER_00
230.535,231.078,SPEAKER_00
231.723,233.930,SPEAKER_00
234.219,234.694,SPEAKER_01
234.881,235.985,SPEAKER_01
237.801,241.146,SPEAKER_00
242.131,244.372,SPEAKER_01
245.000,245.306,SPEAKER_01
245.475,246.952,SPEAKER_01
248.260,253.761,SPEAKER_00
254.134,254.779,SPEAKER_00
254.966,255.000,SPEAKER_00
255.000,255.051,SPEAKER_01
255.051,260.161,SPEAKER_00
255.407,255.985,SPEAKER_01
261.214,266.002,SPEAKER_01
267.343,268.141,SPEAKER_00
268.430,271.570,SPEAKER_00
272.233,272.793,SPEAKER_01
272.997,282.827,SPEAKER_01
276.851,276.885,SPEAKER_00
282.929,283.744,SPEAKER_01
284.066,284.440,SPEAKER_01
284.440,284.491,SPEAKER_00
284.491,284.525,SPEAKER_01
284.898,286.273,SPEAKER_00
287.750,288.345,SPEAKER_01
288.565,288.922,SPEAKER_01
289.431,290.586,SPEAKER_00
291.553,293.149,SPEAKER_00
293.778,296.392,SPEAKER_00
297.377,299.856,SPEAKER_00
300.739,303.947,SPEAKER_01
305.560,306.783,SPEAKER_01
307.309,307.937,SPEAKER_01
307.937,307.954,SPEAKER_00
309.126,315.017,SPEAKER_01
312.946,313.913,SPEAKER_00
316.053,316.919,SPEAKER_00
317.649,318.548,SPEAKER_00
318.548,318.565,SPEAKER_01
318.565,318.973,SPEAKER_00
319.244,319.822,SPEAKER_00
320.059,321.706,SPEAKER_01
322.640,323.421,SPEAKER_00
323.608,324.219,SPEAKER_00
325.034,330.263,SPEAKER_00
330.263,330.586,SPEAKER_01
330.874,330.891,SPEAKER_00
330.891,330.993,SPEAKER_01
330.993,331.435,SPEAKER_00
331.638,332.436,SPEAKER_00
332.810,337.767,SPEAKER_00
338.328,338.616,SPEAKER_01
338.616,338.684,SPEAKER_00
338.684,338.786,SPEAKER_01
338.786,338.837,SPEAKER_00
340.008,340.535,SPEAKER_00
341.231,345.017,SPEAKER_00
346.171,348.650,SPEAKER_00
348.769,364.270,SPEAKER_00
364.898,365.951,SPEAKER_01
365.951,370.195,SPEAKER_00
371.316,371.672,SPEAKER_00
371.672,371.944,SPEAKER_01
371.944,372.267,SPEAKER_00
372.267,372.385,SPEAKER_01
372.385,372.555,SPEAKER_00
372.555,372.572,SPEAKER_01
372.572,372.589,SPEAKER_00
373.557,379.092,SPEAKER_00
379.380,379.737,SPEAKER_01
379.465,379.771,SPEAKER_00
379.771,380.314,SPEAKER_01
380.314,388.175,SPEAKER_00
385.153,385.526,SPEAKER_01
388.599,391.553,SPEAKER_00
392.691,398.158,SPEAKER_00
398.616,399.669,SPEAKER_00
400.042,400.399,SPEAKER_00
400.654,401.248,SPEAKER_00
401.774,403.676,SPEAKER_00
404.304,409.177,SPEAKER_01
